symbol,timestamp,date,time,hour,day_of_week,open,high,low,close,volume,cumulative_volume,price_return,intraday_volatility,price_trend,time_of_day,is_cpi_day,is_nfp_day,is_month_end,macro_event_day,vwap,vwap_deviation
SPY,2025-01-02 11:10:00,2025-01-02,11:10:00,11.166666666666666,3,589.71,589.97,589.71,589.97,4998.0,162735.0,0.0004578599287772267,0.0005230546371584946,1.75,11.166666666666666,0,0,0,0,589.6306380926045,0.33936190739552785
SPY,2025-01-02 11:20:00,2025-01-02,11:20:00,11.333333333333334,3,589.95,589.95,589.9,589.9,10023.0,172758.0,-0.00011865010085265748,0.0005137639741517686,1.67999999999995,11.333333333333334,0,0,0,0,589.6462658169231,0.25373418307685824
SPY,2025-01-02 11:30:00,2025-01-02,11:30:00,11.5,3,589.74,589.74,589.59,589.61,13072.0,185830.0,-0.0004916087472451869,0.0005148047320744366,1.3899999999999864,11.5,0,0,0,0,589.6437147392778,-0.03371473927779789
SPY,2025-01-02 11:35:00,2025-01-02,11:35:00,11.583333333333334,3,589.74,589.97,589.74,589.97,10572.0,196402.0,0.0006105730906871276,0.0005166214555212722,1.75,11.583333333333334,0,0,0,0,589.6612781438072,0.30872185619284664
SPY,2025-01-02 11:40:00,2025-01-02,11:40:00,11.666666666666666,3,590.1,590.32,590.1,590.32,5133.0,201535.0,0.0005932505042629543,0.0005169251414301174,2.1000000000000227,11.666666666666666,0,0,0,0,589.6780554742353,0.6419445257647567
SPY,2025-01-02 11:45:00,2025-01-02,11:45:00,11.75,3,590.48,591.0,590.48,590.98,10667.0,212202.0,0.0011180376744814868,0.0005423100719581358,2.759999999999991,11.75,0,0,0,0,589.7435018048841,1.236498195115928
SPY,2025-01-02 11:50:00,2025-01-02,11:50:00,11.833333333333334,3,590.93,590.93,590.75,590.89,7745.0,219947.0,-0.00015228941757761127,0.0005353039478746177,2.669999999999959,11.833333333333334,0,0,0,0,589.7838734786108,1.1061265213892284
SPY,2025-01-02 11:55:00,2025-01-02,11:55:00,11.916666666666666,3,590.93,591.74,590.9,591.61,41013.0,260960.0,0.0012185009054139773,0.0005622796256145902,3.3899999999999864,11.916666666666666,0,0,0,0,590.0708712063152,1.5391287936847675
SPY,2025-01-02 12:00:00,2025-01-02,12:00:00,12.0,3,591.57,591.85,590.94,591.56,291382.0,552342.0,-8.451513666107857e-05,0.0005547822237465219,3.339999999999918,12.0,0,0,0,0,590.856444865681,0.7035551343188899
SPY,2025-01-02 12:05:00,2025-01-02,12:05:00,12.083333333333334,3,591.61,591.87,591.52,591.84,26542.0,578884.0,0.0004733247684090003,0.0005494465696782708,3.6200000000000045,12.083333333333334,0,0,0,0,590.90154115505,0.9384588449499915
SPY,2025-01-02 12:10:00,2025-01-02,12:10:00,12.166666666666666,3,591.93,591.98,591.77,591.92,20417.0,599301.0,0.00013517166801824132,0.0005413072717141555,3.699999999999932,12.166666666666666,0,0,0,0,590.9362380339762,0.9837619660237351
SPY,2025-01-02 12:15:00,2025-01-02,12:15:00,12.25,3,591.96,592.02,591.81,591.88,17917.0,617218.0,-6.757669955392842e-05,0.0005346544492839903,3.659999999999968,12.25,0,0,0,0,590.9636341616739,0.9163658383261009
SPY,2025-01-02 12:20:00,2025-01-02,12:20:00,12.333333333333334,3,592.0,592.06,591.82,591.99,14931.0,632149.0,0.00018584848280056576,0.0005272410108846267,3.769999999999982,12.333333333333334,0,0,0,0,590.9878763392808,1.002123660719235
SPY,2025-01-02 12:25:00,2025-01-02,12:25:00,12.416666666666666,3,591.93,592.009,591.93,592.009,5852.0,638001.0,3.209513674229392e-05,0.0005203456733385136,3.7889999999999873,12.416666666666666,0,0,0,0,590.9972424933503,1.011757506649701
SPY,2025-01-02 12:30:00,2025-01-02,12:30:00,12.5,3,591.99,591.99,591.63,591.63,23310.0,661311.0,-0.000640192970039366,0.0005282162049951686,3.409999999999968,12.5,0,0,0,0,591.0195460350728,0.6104539649271601
SPY,2025-01-02 12:35:00,2025-01-02,12:35:00,12.583333333333334,3,591.82,591.83,591.74,591.8,2113.0,663424.0,0.000287341750756287,0.0005221169335042586,3.5799999999999272,12.583333333333334,0,0,0,0,591.0220317745514,0.7779682254486033
SPY,2025-01-02 12:40:00,2025-01-02,12:40:00,12.666666666666666,3,591.795,591.85,591.07,591.19,19492.0,682916.0,-0.001030753632983994,0.0005459089755653642,2.9700000000000273,12.666666666666666,0,0,0,0,591.0268259756691,0.1631740243309423
SPY,2025-01-02 12:45:00,2025-01-02,12:45:00,12.75,3,591.18,591.2,590.8,590.84,46045.0,728961.0,-0.0005920262521356134,0.000549404095386117,2.6200000000000045,12.75,0,0,0,0,591.0150250671848,-0.17502506718471977
SPY,2025-01-02 12:50:00,2025-01-02,12:50:00,12.833333333333334,3,590.9,590.91,590.36,590.78,51552.0,780513.0,-0.00010155033511616285,0.0005434870329096646,2.5599999999999454,12.833333333333334,0,0,0,0,590.9995019275784,-0.21950192757844889
SPY,2025-01-02 12:55:00,2025-01-02,12:55:00,12.916666666666666,3,590.66,591.0,590.58,590.94,23520.0,804033.0,0.0002708283963575031,0.0005379801118586084,2.7200000000000273,12.916666666666666,0,0,0,0,590.9977613456164,-0.05776134561631352
SPY,2025-01-02 13:00:00,2025-01-02,13:00:00,13.0,3,591.01,592.0113,588.49,591.0,99078.0,903111.0,0.00010153315057359613,0.0005318464089169154,2.7799999999999727,13.0,0,0,0,0,590.9980069426681,0.001993057331901582
SPY,2025-01-02 13:05:00,2025-01-02,13:05:00,13.083333333333334,3,591.06,591.09,590.8,590.91,16674.0,919785.0,-0.00015228426395941241,0.0005269748299203802,2.689999999999941,13.083333333333334,0,0,0,0,590.9964115396533,-0.0864115396533407
SPY,2025-01-02 13:10:00,2025-01-02,13:10:00,13.166666666666666,3,590.83,590.85,590.73,590.75,8962.0,928747.0,-0.00027076881420173837,0.0005235873483537609,2.5299999999999727,13.166666666666666,0,0,0,0,590.9940337766906,-0.24403377669057136
SPY,2025-01-02 13:15:00,2025-01-02,13:15:00,13.25,3,590.77,590.8,590.5,590.5,13259.0,942006.0,-0.00042319085907749354,0.0005227243177359807,2.2799999999999727,13.25,0,0,0,0,590.9870801120163,-0.48708011201631507
SPY,2025-01-02 13:20:00,2025-01-02,13:20:00,13.333333333333334,3,590.48,590.75,590.29,590.62,15033.0,957039.0,0.0002032176121931073,0.0005176948483070292,2.3999999999999773,13.333333333333334,0,0,0,0,590.9813140822893,-0.36131408228925466
SPY,2025-01-02 13:25:00,2025-01-02,13:25:00,13.416666666666666,3,590.41,590.57,590.31,590.48,16566.0,973605.0,-0.0002370390437167469,0.0005140603417246306,2.259999999999991,13.416666666666666,0,0,0,0,590.9727841660632,-0.4927841660631884
SPY,2025-01-02 13:30:00,2025-01-02,13:30:00,13.5,3,590.52,590.9,590.07,590.9,13830.0,987435.0,0.0007112857336404321,0.0005172417256075765,2.67999999999995,13.5,0,0,0,0,590.9717647521103,-0.07176475211031175
SPY,2025-01-02 13:35:00,2025-01-02,13:35:00,13.583333333333334,3,590.85,591.24,590.82,591.1,21850.0,1009285.0,0.0003384667456423074,0.0005135653968018735,2.8799999999999955,13.583333333333334,0,0,0,0,590.9745409155987,0.1254590844013137
SPY,2025-01-02 13:40:00,2025-01-02,13:40:00,13.666666666666666,3,591.03,591.35,590.97,591.22,18298.0,1027583.0,0.00020301133479949662,0.0005089384224177078,3.0,13.666666666666666,0,0,0,0,590.9789117647919,0.24108823520816713
SPY,2025-01-02 13:45:00,2025-01-02,13:45:00,13.75,3,591.16,591.16,586.08,590.83,8753.0,1036336.0,-0.0006596529210783908,0.0005138291186627685,2.6100000000000136,13.75,0,0,0,0,590.9776540407744,-0.1476540407743414
SPY,2025-01-02 13:50:00,2025-01-02,13:50:00,13.833333333333334,3,590.86,590.86,590.3,590.56,18474.0,1054810.0,-0.0004569842425065085,0.0005137559553362353,2.339999999999918,13.833333333333334,0,0,0,0,590.9703392250738,-0.4103392250738125
SPY,2025-01-02 13:55:00,2025-01-02,13:55:00,13.916666666666666,3,590.55,590.56,590.33,590.34,4919.0,1059729.0,-0.00037252777025176265,0.000512159589094035,2.1200000000000045,13.916666666666666,0,0,0,0,590.9674133462423,-0.6274133462422924
SPY,2025-01-02 14:00:00,2025-01-02,14:00:00,14.0,3,590.4,590.45,589.0,589.45,113310.0,1173039.0,-0.0015076057864958914,0.000547431198800565,1.2300000000000182,14.0,0,0,0,0,590.8208384188421,-1.3708384188420268
