symbol,timestamp,date,time,hour,day_of_week,open,high,low,close,volume,cumulative_volume,price_return,intraday_volatility,price_trend,time_of_day,is_cpi_day,is_nfp_day,is_month_end,macro_event_day,vwap,vwap_deviation
PLTR,2025-01-02 09:10:00,2025-01-02,09:10:00,9.166666666666666,3,76.54,76.6,76.49,76.57,15181.0,77035.0,0.0005226708480332576,0.0014766005881534075,0.37999999999999545,9.166666666666666,0,0,0,0,76.59576491205296,-0.025764912052963496
PLTR,2025-01-02 09:15:00,2025-01-02,09:15:00,9.25,3,76.56,76.6,76.48,76.58,20571.0,97606.0,0.00013059945148241603,0.0011099074854808713,0.39000000000000057,9.25,0,0,0,0,76.59244237034608,-0.012442370346079201
PLTR,2025-01-02 09:20:00,2025-01-02,09:20:00,9.333333333333334,3,76.57,76.57,76.39,76.47,20027.0,117633.0,-0.0014364063724210396,0.001068548027268719,0.28000000000000114,9.333333333333334,0,0,0,0,76.57159657579082,-0.10159657579082193
PLTR,2025-01-02 09:25:00,2025-01-02,09:25:00,9.416666666666666,3,76.5,76.72,76.5,76.72,21324.0,138957.0,0.0032692559173532754,0.001957231631440103,0.5300000000000011,9.416666666666666,0,0,0,0,76.5943702008535,0.12562979914649475
PLTR,2025-01-02 09:30:00,2025-01-02,09:30:00,9.5,3,76.72,76.72,76.56,76.59,11944.0,150901.0,-0.0016944734098017777,0.0019112261288920975,0.4000000000000057,9.5,0,0,0,0,76.59402429407359,-0.004024294073587953
PLTR,2025-01-02 09:35:00,2025-01-02,09:35:00,9.583333333333334,3,76.6,76.6,76.44,76.5,19940.0,170841.0,-0.001175088131609936,0.0017889440481638464,0.3100000000000023,9.583333333333334,0,0,0,0,76.58305008750827,-0.08305008750826914
PLTR,2025-01-02 09:40:00,2025-01-02,09:40:00,9.666666666666666,3,76.6,76.61,76.52,76.58,5061.0,175902.0,0.0010457516339870132,0.0017211373407225964,0.39000000000000057,9.666666666666666,0,0,0,0,76.5829623312981,-0.0029623312981073013
PLTR,2025-01-02 09:45:00,2025-01-02,09:45:00,9.75,3,76.6,76.66,76.6,76.63,4153.0,180055.0,0.0006529119874640887,0.001630088542145634,0.4399999999999977,9.75,0,0,0,0,76.5840472633362,0.04595273666379285
PLTR,2025-01-02 09:50:00,2025-01-02,09:50:00,9.833333333333334,3,76.63,76.64,76.58,76.59,7295.0,187350.0,-0.0005219887772411891,0.0015447867926304953,0.4000000000000057,9.833333333333334,0,0,0,0,76.58427904990658,0.005720950093419219
PLTR,2025-01-02 09:55:00,2025-01-02,09:55:00,9.916666666666666,3,76.59,76.6,76.53,76.6,4143.0,191493.0,0.00013056534795663488,0.0014668520918081059,0.4099999999999966,9.916666666666666,0,0,0,0,76.58461917668009,0.015380823319901538
