symbol,timestamp,date,time,hour,day_of_week,open,high,low,close,volume,cumulative_volume,price_return,intraday_volatility,price_trend,time_of_day,is_cpi_day,is_nfp_day,is_month_end,macro_event_day,vwap,vwap_deviation
AAPL,2025-01-02 09:10:00,2025-01-02,09:10:00,9.166666666666666,3,251.54,251.54,251.42,251.42,1331.0,11759.0,0.00011933648912054728,0.0006476984009057444,0.05999999999997385,9.166666666666666,0,0,0,0,251.27884003741815,0.14115996258183827
AAPL,2025-01-02 09:15:00,2025-01-02,09:15:00,9.25,3,251.41,251.7,251.39,251.66,6557.0,18316.0,0.0009545779969772905,0.0005071446442936768,0.29999999999998295,9.25,0,0,0,0,251.41529264031448,0.2447073596855205
AAPL,2025-01-02 09:20:00,2025-01-02,09:20:00,9.333333333333334,3,251.66,251.9,251.66,251.9,4873.0,23189.0,0.0009536676468251404,0.0004326228741768495,0.539999999999992,9.333333333333334,0,0,0,0,251.51715037302165,0.3828496269783557
AAPL,2025-01-02 09:25:00,2025-01-02,09:25:00,9.416666666666666,3,251.7,251.76,251.65,251.7,3005.0,26194.0,-0.0007939658594681154,0.0007917698001566328,0.339999999999975,9.416666666666666,0,0,0,0,251.5381270519966,0.16187294800337781
AAPL,2025-01-02 09:30:00,2025-01-02,09:30:00,9.5,3,251.75,251.83,251.75,251.79,1153.0,27347.0,0.00035756853396895494,0.0007092690197987501,0.4299999999999784,9.5,0,0,0,0,251.54874648041832,0.24125351958167585
AAPL,2025-01-02 09:35:00,2025-01-02,09:35:00,9.583333333333334,3,251.79,251.79,251.41,251.43,5448.0,32795.0,-0.001429762897652731,0.0009578352924524531,0.06999999999999318,9.583333333333334,0,0,0,0,251.5290199725568,-0.09901997255678907
AAPL,2025-01-02 09:40:00,2025-01-02,09:40:00,9.666666666666666,3,251.5,251.5,251.5,251.5,612.0,33407.0,0.00027840750904828404,0.00088759642801067,0.13999999999998636,9.666666666666666,0,0,0,0,251.52848834076693,-0.028488340766926967
AAPL,2025-01-02 09:45:00,2025-01-02,09:45:00,9.75,3,251.49,251.49,251.36,251.36,1099.0,34506.0,-0.000556660039761403,0.0008662371757347227,0.0,9.75,0,0,0,0,251.52312206572768,-0.16312206572766286
AAPL,2025-01-02 09:50:00,2025-01-02,09:50:00,9.833333333333334,3,251.31,251.31,251.3,251.3,988.0,35494.0,-0.00023870146403570658,0.0008237743669583421,-0.060000000000002274,9.833333333333334,0,0,0,0,251.51691130895364,-0.21691130895362676
AAPL,2025-01-02 10:00:00,2025-01-02,10:00:00,10.0,3,251.26,251.29,251.21,251.21,1540.0,37034.0,-0.00035813768404302504,0.0007919915596738545,-0.15000000000000568,10.0,0,0,0,0,251.504148890209,-0.29414889020898727
